"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"1",-0.448958319860835,-1.50425736708679,-1.87399422640863,-1.70786329628354,-0.265780114814224,-2.03232680437338,0.172834253484593,-2.16228096247506,-0.573536303612865,0.697732619440234,-1.88963759429705,-2.38031359325683,-0.266379091628051,-3.41441183736821,-0.537917367195892,-3.26974155796958,-1.57280919561318,-2.47741395502343,-2.80287086567993,-1.56162528399939,-2.57852140005028,-1.44148700456298,-2.04116736846425,-1.03899648847841,0.53747289010691,-0.740247366830282,-2.44477981545876,-1.39501595848449,-1.41304573772833,-0.779314723073542,0.182744358746704,-1.46137843082878,-1.35371446640933,-3.54849892402902,-1.24747232817772,0.799406702264324,-2.50955249705861,-1.47799183204029,-2.39422040646472,-1.08129565761358,-1.33123368819823,0.379171910169368,-3.26452015507455,0.261038927991438,0.510430932632054,-1.91669567402936,-1.40835171237024,-1.14914424535407,-0.159497733420036,-2.26129114247299,-1.85885843767683,-2.03707157557635,0.795745077537077,0.486018422463345,-0.15507568586958,-0.873281246903528,-1.00498596282964,-0.36624227085305,-1.34332646278449,2.19982291124661,-1.59415888866932,0.0495593379656909,-2.20764431760364,-1.1800145468742,-1.73037977047682,-1.13090264837818,-1.82949773368517,-2.08012838980771,-1.41880133540652,1.36889764616053,-2.27073449961263,-1.43615089346066,0.63998364079112,-0.889428707717225,-1.62588132509562,-4.71433873769558,-0.404840727687788,0.789453568294065,-1.8371825406714,-1.53430438638156,0.0335209521741695,-0.754204506785663,-1.95449153045643,-1.02617441072066,-0.116741423770026,-2.03509785981834,0.771680445138948,-1.79957062150452,-0.551749470467495,0.0333184697643725,-1.81097229368737,-2.20263803675615,-0.96480251809491,-1.1271845148555,0.572969040768411,-1.80799720687061,0.48347500480706,-0.61750292690232,0.0586745502268342,-0.988374661574433
"2",-0.127039021579539,-1.62634104879499,-1.90472364472906,-1.51320064491255,-0.220479428613569,-1.99950601050301,0.140552265626345,-2.03431228662425,-0.468690860753343,0.818746045157216,-1.87933699197361,-2.17684854681661,-0.234393851497919,-3.18099626163644,-0.524937262401386,-3.26038246797969,-1.70317470619049,-2.18327663746014,-2.70750347619274,-1.54866959960481,-2.41404359029638,-1.41337875659587,-1.95685559669969,-0.84691620494327,0.797634139003524,-0.634859706914132,-2.37368819737777,-1.24406355628777,-1.42729090262293,-0.702780559540125,0.182419690983738,-1.20990399996174,-1.26968680015014,-3.41264868643452,-1.16130392828363,0.724060527490866,-2.18553729026114,-1.37210785191442,-2.3939684851848,-1.01299100157458,-1.46938621858818,0.649252964699127,-3.21077176491773,0.438111190821066,0.42783772178241,-2.02689843113124,-1.38389760130806,-1.0778711410325,-0.0251543228379559,-2.06547628167145,-1.82372700364884,-1.94593276276182,0.793318294581941,0.603243995496136,-0.173442884687208,-0.775278110024153,-0.951703877793097,-0.379836235708595,-1.15923301435755,2.10753341215492,-1.34711758561827,0.0462770432037647,-2.01633875620552,-1.13140404502675,-1.66649459243666,-1.03630782134033,-1.70200577842299,-1.93303450851307,-1.19337890479396,1.42646161249504,-2.1024986569532,-1.49340500414548,0.698553996016355,-0.774901529724321,-1.56575220983297,-4.48056927513602,-0.252159561749834,0.884185349551227,-1.8132581897273,-1.28388840589429,-0.0575254121376084,-0.650206719770953,-1.97363140128303,-0.943937434387811,-0.108923313222999,-1.9782433752035,0.687486951779657,-1.91597701212804,-0.302700559901658,0.253415865392161,-1.88463900356668,-1.92272675613319,-1.06568924425159,-1.182983291577,0.533844329254815,-1.71244946445336,0.585513037306801,-0.6592182452818,0.289486460704101,-1.03103337117405
"3",0.186425014118907,-1.74188601193463,-1.91143123489609,-1.32260200555739,-0.174072497428171,-1.94203202820547,0.0796682233959292,-1.91840796247744,-0.345708907065378,0.914622367016372,-1.87969515315456,-1.97260121265443,-0.199082594822619,-2.94821672695346,-0.513762173407996,-3.2216434215153,-1.83290255945755,-1.87718936852891,-2.61035974770245,-1.54473213591173,-2.26997615823603,-1.35624592677403,-1.8471632372379,-0.666220597739992,1.02692904889071,-0.538346104578591,-2.30646881445923,-1.10293602568409,-1.40610021164882,-0.620366663477313,0.194494832921075,-0.935390756280562,-1.18991215330523,-3.25096883156231,-1.08306243706368,0.628918638610775,-1.84260732173634,-1.27523234698182,-2.38713709100348,-0.962674555526391,-1.56683167394961,0.888613740512051,-3.10262904698008,0.601421516706272,0.342119872184205,-2.10830304636069,-1.37731216662451,-1.03209846599548,0.137813074267243,-1.87850581533689,-1.7647449035509,-1.83991391227857,0.784645094528005,0.708764982605467,-0.19560521465253,-0.682422432859983,-0.902093875829798,-0.386581062351704,-0.989248504652463,2.0030001551559,-1.12381596387969,0.0394236396635986,-1.84622938165887,-1.07317773304001,-1.59890787633273,-0.930975045062245,-1.55866237287579,-1.76721273199464,-0.973000190662537,1.4636125850293,-1.95335604678141,-1.5571083149665,0.730296479557626,-0.657643852911533,-1.52759820277664,-4.2505373175089,-0.0824858011469562,0.984449272204705,-1.77866595665053,-1.04088740435504,-0.17790665998604,-0.524329761283987,-1.98374351328039,-0.849037553386506,-0.125442655064808,-1.89761789973687,0.584641012183986,-2.03710466980073,-0.0734773387830885,0.477507885164968,-1.93511601504215,-1.66633745966003,-1.14479066632906,-1.23173038558737,0.490797277527821,-1.6338671441199,0.686243555877921,-0.69746530085702,0.512724786527027,-1.05743416142733
"4",0.482090849099816,-1.84721342866166,-1.89788264658556,-1.13727812206738,-0.119624826102212,-1.860508794684,-0.010437495236115,-1.81997676570997,-0.19955846841234,0.984258424302779,-1.89085512892279,-1.7737926492223,-0.158897800482429,-2.71778277604966,-0.501040138433658,-3.1530306900264,-1.95444769208049,-1.56631139399753,-2.50901006734571,-1.55014778850561,-2.14225283737468,-1.2705984831596,-1.71044876087407,-0.500737094894732,1.22510990925016,-0.451071715938272,-2.24116623982767,-0.974369220551002,-1.34875116111094,-0.534205917475459,0.219068573567457,-0.648119268415118,-1.11275152816932,-3.06034557009689,-1.01295172514919,0.521253906338418,-1.48775446487181,-1.18537076333972,-2.3693498184491,-0.931960098144922,-1.61733600668366,1.09732866051925,-2.94046911113311,0.74854957832539,0.256541659564514,-2.15945021630148,-1.38529488644064,-1.01234231948282,0.321874521293009,-1.70037574451078,-1.67575287934613,-1.72273468292552,0.775969132071171,0.798749581040501,-0.220098529531735,-0.592750841747422,-0.856711318039307,-0.383567163450249,-0.838939771636179,1.89339635547322,-0.929794162701152,0.0320092425623852,-1.69981072033634,-1.0020470078259,-1.524974447382,-0.819082253559093,-1.3973301651482,-1.57895139074729,-0.76614352849484,1.4798423929275,-1.82719224894068,-1.62890154659809,0.737201883585299,-0.545919861562867,-1.5075900145683,-4.02795537372766,0.10061629570833,1.08634597056097,-1.73247497706664,-0.814202627875046,-0.319576541054083,-0.38247158399879,-1.9843121965223,-0.73921544879774,-0.171968242254227,-1.79153210061853,0.472036005928776,-2.14990294711871,0.128445905313298,0.701594840004232,-1.95632934746862,-1.43822408970497,-1.19940248622738,-1.26284468789715,0.445502539576774,-1.57201192135568,0.783282607653682,-0.730504940425511,0.724627306364894,-1.06093946630888
"5",0.75094038090765,-1.93796683283652,-1.86890084866298,-0.956666769615231,-0.0504933391476509,-1.75826208100036,-0.128131834726252,-1.74253095431987,-0.0272609207294907,1.02697559299752,-1.91062709841205,-1.58620079992375,-0.111403310806516,-2.49134928796315,-0.484187295746503,-3.05623174769441,-2.06043935817906,-1.25797613249075,-2.40194148871854,-1.56257458193754,-2.02630935996698,-1.16007396344735,-1.54642550604884,-0.353489371253565,1.39347649355594,-0.373685308630478,-2.17601291720077,-0.860908108772036,-1.25781882002562,-0.447340751954717,0.254630571648776,-0.35844086568748,-1.03743351716539,-2.84002496637815,-0.951282994821136,0.408536699817132,-1.12763736826588,-1.09910088696812,-2.33767161699924,-0.920963219180836,-1.6194955864053,1.277324886385,-2.7282207879996,0.878502540681173,0.173892321129738,-2.18004271977153,-1.40207588540312,-1.01717596235919,0.518430297872332,-1.532570711911,-1.55210338667139,-1.60024149503809,0.773059636284104,0.868430053988735,-0.244500508989122,-0.503633692639838,-0.81603277312123,-0.368143334575542,-0.713326517595381,1.78522688995413,-0.769323774873488,0.0281739158015916,-1.578092668094,-0.916483917521139,-1.44337916414537,-0.704300927894239,-1.21749461930651,-1.36556794835873,-0.580092071592088,1.47675923278445,-1.7258734392699,-1.70855826177377,0.721140461055934,-0.447005801122342,-1.50100856199856,-3.81539394022148,0.29287551991497,1.18570627238742,-1.67438648636005,-0.610217557907666,-0.473861123962607,-0.231826058990031,-1.97596854843147,-0.6132239267086,-0.253672359978965,-1.6590699679571,0.359311590686105,-2.24261806051949,0.297357445149769,0.922267186051363,-1.94520286192257,-1.24034493469132,-1.22942063986319,-1.26569086258697,0.398750540959038,-1.52454550142221,0.874207202731002,-0.757088628423152,0.922479694716385,-1.03582894281225
"6",0.985224893113753,-2.00931141238429,-1.82927764715736,-0.778433253589492,0.0388309025604404,-1.64116222067067,-0.26991124336364,-1.68736695780808,0.171547775473087,1.04261305406688,-1.93444092549995,-1.41434790713657,-0.0536340906544197,-2.27042075218128,-0.461973612357558,-2.93479847112997,-2.14433915794985,-0.959288688402418,-2.28870119131593,-1.57702433915106,-1.91770779346288,-1.03101943603223,-1.35655045325227,-0.226681259099886,1.53416873865888,-0.306888099364629,-2.10941763643333,-0.764860201056391,-1.1387283933611,-0.363472656631705,0.29836965279202,-0.0759374797550912,-0.963989748583067,-2.59202289465022,-0.898850080299874,0.297687120700452,-0.7683515791397,-1.01241050237475,-2.29085246735302,-0.928085409650973,-1.57683383889074,1.43137266892457,-2.47301069255914,0.991543097862973,0.0964238730528589,-2.1708061906724,-1.42019342552322,-1.04337305734772,0.718521660246437,-1.37847170642298,-1.39094175595156,-1.47912266790682,0.780732309700446,0.912709156981848,-0.266022744725831,-0.41234395518945,-0.780412062267563,-0.338356883164855,-0.616382447949957,1.68401867664322,-0.64510362684847,0.0326421030655086,-1.48058980192806,-0.817104598313504,-1.35392087799048,-0.589766799533313,-1.02054954678151,-1.12595377019136,-0.420282926196799,1.45794626666145,-1.64883384446716,-1.79397147260539,0.683807030436063,-0.365719983533344,-1.50288246298444,-3.61424958057022,0.489554533812917,1.2785744869441,-1.60460886986084,-0.432413212921605,-0.632317394311056,-0.0799121052453606,-1.96030282368392,-0.470941770263108,-0.37379203926192,-1.50062343208028,0.255785772801297,-2.305861919165,0.430115007729887,1.13683750255173,-1.90220688693457,-1.07206244346719,-1.2369237202157,-1.23081046866169,0.350552228258251,-1.4872779765219,0.957072418454054,-0.776888652297735,1.10524402055559,-0.977862257528503
"7",1.179269448739,-2.05647151611006,-1.78279755030328,-0.598898125840199,0.151934908528966,-1.51705180519106,-0.430805698252549,-1.65356667960771,0.394425217973421,1.03176527189161,-1.95574773892182,-1.26080209136901,0.0172424902276237,-2.05627580523674,-0.434741869956951,-2.79356953052525,-2.20114573643794,-0.676729231810997,-2.16993264521706,-1.58642980710299,-1.81265175337089,-0.891542403180504,-1.14439785767763,-0.121663937035101,1.64946962871862,-0.251025114137814,-2.0398122864356,-0.688225270711654,-0.998931478468928,-0.286369186044384,0.346759914726551,0.191246610839201,-0.892956357626186,-2.32113765503714,-0.857034537658504,0.194439418582322,-0.415376707246785,-0.921683207435616,-2.22929738694754,-0.950008766180965,-1.49723992300384,1.56201214867479,-2.18437053649023,1.08884089915825,0.0257843229570762,-2.1333253249992,-1.43158742026942,-1.08622843734597,0.913473217510576,-1.24321565485873,-1.19134275289511,-1.36543680250278,0.802512836337692,0.926903039428234,-0.281969688541034,-0.316655936630728,-0.749945620875958,-0.293351985841405,-0.550624937708021,1.5940369034293,-0.558018977131333,0.0500089220389887,-1.40546464250158,-0.706564998747245,-1.25718335063582,-0.478162499974832,-0.809881430191529,-0.861056605976468,-0.289758664158948,1.42849787656385,-1.59301407337436,-1.88142207032729,0.626782605005406,-0.30343168712596,-1.50844298599559,-3.42485726200147,0.685651450443788,1.36173653562198,-1.52372881814998,-0.281345067670123,-0.787458435224665,0.0663629239697783,-1.93958105053993,-0.313357009438027,-0.532300654747154,-1.31828181463782,0.16944750902695,-2.33323437254944,0.526560911648506,1.34333483539241,-1.8312733304941,-0.930533372173335,-1.22549555858574,-1.15123099265498,0.300267558992167,-1.45459534968071,1.03076856858982,-0.790555458005033,1.27380424804243,-0.884769955465917
"8",1.32999023665153,-2.07548138050058,-1.73152281196768,-0.413800646873086,0.289928403432498,-1.39478260188571,-0.604734156664381,-1.6382677714827,0.636305364217376,0.996094211524917,-1.96680227869969,-1.12577269299054,0.103137650737391,-1.84992692207953,-0.404241745351955,-2.63796043868207,-2.22798286784567,-0.415773870200054,-2.04728256114921,-1.58264335880979,-1.70831957321593,-0.750237130821732,-0.91589010731754,-0.0388759501930521,1.74131050441314,-0.205651736689349,-1.96551536469531,-0.632641282788047,-0.84691179210193,-0.219042550816677,0.396301798932454,0.43683440171963,-0.824913330440462,-2.03453685812989,-0.827621001900155,0.10299560295388,-0.0736478184852482,-0.824607267047061,-2.15480841337477,-0.981921220888777,-1.39183638879857,1.67064460738915,-1.87316872200126,1.17202619119891,-0.0370396705551493,-2.0698294827488,-1.42877732707926,-1.14007286713377,1.09542636037938,-1.13302760580687,-0.954358886643602,-1.26332427651549,0.840458455528927,0.90753766587368,-0.289893289455199,-0.215422273141317,-0.724269113738602,-0.233660061040751,-0.516870423079848,1.51806597033837,-0.507028181988681,0.0839931625234231,-1.34982603153179,-0.58898838104251,-1.15424593826715,-0.37189976593086,-0.590762204202874,-0.574219874436022,-0.188779648217859,1.39429778930337,-1.55315547890365,-1.96606037723753,0.551700787966877,-0.257835260112712,-1.51334933853093,-3.24662258196372,0.876061898760226,1.43321079234982,-1.43260290924798,-0.154920738213784,-0.933228633236643,0.201463488128705,-1.91641999513062,-0.142502003023417,-0.725028424628294,-1.11593912191132,0.106186783847193,-2.32146940756302,0.589488128424691,1.54033663778273,-1.73902717418178,-0.811231332468324,-1.19938892754032,-1.02365291066854,0.246794093774198,-1.41998782157569,1.09510098430884,-0.799417125082004,1.43073967607811,-0.756575117522746
"9",1.43702335258313,-2.06394911849846,-1.6754248118415,-0.219217947379563,0.451266306493606,-1.28298391169634,-0.784779761505324,-1.63712233108466,0.889996164682195,0.938605676447894,-1.95966947575194,-1.00711195110457,0.204357798567902,-1.65211022347611,-0.373179669034616,-2.47325885436232,-2.22439116910103,-0.180553347820505,-1.92315393266043,-1.557667737614,-1.60298854793078,-0.614865451254856,-0.679250422094775,0.0222074945605777,1.81111329234109,-0.169252700064549,-1.88475396905712,-0.599366477129357,-0.691234150807199,-0.162903307171113,0.444233818044675,0.656571623537456,-0.76000278497135,-1.7409721506365,-0.812388932269287,0.0260596181249269,0.252340610598719,-0.720802975273142,-2.07017627000824,-1.01795390021738,-1.27346278020079,1.75697382708022,-1.55048137627261,1.24274005974096,-0.0917078900461059,-1.98293027069557,-1.40588129344349,-1.19895931647434,1.25773941221036,-1.05416157831176,-0.683043562902375,-1.17422330717958,0.895146594924461,0.853087106542234,-0.287440606160143,-0.109055552512394,-0.702355267699297,-0.161327037721452,-0.514171907807945,1.4573112674071,-0.48925016568315,0.136819330023093,-1.31013844374551,-0.469078520293566,-1.04653999680415,-0.273345678170928,-0.370052765031006,-0.271293301178676,-0.114670975559734,1.36116589759957,-1.52237381612,-2.04251522594232,0.460486627375844,-0.22354888384448,-1.51372658583293,-3.07810212715149,1.05569720431544,1.49261773584783,-1.33228050365846,-0.0488858060382002,-1.06516273719,0.321699886218554,-1.89345847336093,0.0386096055516682,-0.943510436901723,-0.899060230011098,0.0694058969925836,-2.27019866584851,0.624209570043151,1.72665478514449,-1.6334859481236,-0.708566740301805,-1.16265202146385,-0.849281312441322,0.18886824408021,-1.3766141135696,1.15057588492909,-0.804975525140395,1.57966784564735,-0.595663561342394
"10",1.50243849453154,-2.02161614033594,-1.61237758984205,-0.0124478921472456,0.632010890120858,-1.18877917181975,-0.96339072127708,-1.64485605066163,1.14690592265793,0.863757560256068,-1.92726214314199,-0.900737822873783,0.319233333308884,-1.46328306725985,-0.34464017937319,-2.30405222758996,-2.19218943860269,0.0263975474978861,-1.80029196669062,-1.50488299776105,-1.49598310078325,-0.491276778683174,-0.444579834860793,0.0630615363775756,1.85999939412211,-0.139250789394789,-1.79589592317289,-0.589282466990716,-0.539805028718856,-0.117133708754355,0.489048353938852,0.848123600754002,-0.697582432882317,-1.44975929656203,-0.812600266552655,-0.0347724445432489,0.558496375546201,-0.612039775213287,-1.9786819085806,-1.05178056296029,-1.15502341521091,1.81890671478413,-1.2266344782508,1.30226301885846,-0.138380478563024,-1.87536113946669,-1.35928073103733,-1.25744606352244,1.39525111034687,-1.011671080805,-0.382473688608032,-1.09677928481622,0.965820121587518,0.764515690290497,-0.272050244045013,0.00017338184710586,-0.682406291685316,-0.0798565658601219,-0.53990535393252,1.41145881200452,-0.500310600045426,0.208874855033894,-1.28265911800976,-0.351162670974318,-0.935859990743555,-0.185007366187854,-0.155718898314474,0.0395515046072033,-0.0619827086632774,1.33403215180001,-1.49288923022256,-2.10553040189256,0.355622820842899,-0.19336372571782,-1.50611229023471,-2.91703553567237,1.21957000741855,1.5413489902561,-1.22396135446345,0.0425821569958602,-1.18024048964569,0.425365409154297,-1.87304228009509,0.226053407753874,-1.17569283036994,-0.674133787225211,0.060073895454306,-2.18150160476608,0.637865520542744,1.90094884328271,-1.52252209059613,-0.616579928643553,-1.11836930960009,-0.634110332337464,0.12549741603949,-1.31786662639031,1.19797688306713,-0.808407837690039,1.72430680208062,-0.406573380142186
